source_id,name,jurisdiction_level,state,publisher,source_kinds,lead_signals,url,portal_family,access_mode,credential_env,official_status,access_status,integration_status,discovered_on,last_access_checked_on,discovery_method,evidence_url,coverage_rule,coverage_scope,notes
pa.lancaster_county.bids,Lancaster County bids proposals and quotes,county,PA,Lancaster County,rfp|contract_award,silver,https://co.lancaster.pa.us/271/Bids-Proposals-Quotes,civicengage,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://co.lancaster.pa.us/271/Bids-Proposals-Quotes,unknown,Lancaster County,Firecrawl candidate not access tested
pa.pittsburgh_schools.rfps,Pittsburgh Public Schools bids and proposals,school_district,PA,Pittsburgh Public Schools,rfp|contract_award,silver,https://www.pghschools.org/community/business-opportunities/rfps,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.pghschools.org/community/business-opportunities/rfps,unknown,Pittsburgh Public Schools,Firecrawl candidate not access tested
pa.state.emarketplace,Pennsylvania eMarketplace,state,PA,Commonwealth of Pennsylvania,rfp|contract_award,silver,https://www.emarketplace.state.pa.us/,custom_portal,unknown,,assumed,needs-testing,discovered,2026-07-15,,naspo_directory,https://www.dgs.pa.gov/Materials-Services-Procurement/Pages/default.aspx,unknown,Pennsylvania state agencies,Portal and anonymous search need verification
ri.providence.bids,City of Providence active bid solicitations,city,RI,City of Providence,rfp|contract_award,silver,https://www.providenceri.gov/purchasing/active-bid-solicitations/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.providenceri.gov/purchasing/active-bid-solicitations/,unknown,Providence municipal government,Rhode Island has no county government layer
ri.providence_schools.bids,Providence Public Schools bids and contracts,school_district,RI,Providence Public Schools,rfp|contract_award,silver,https://www.providenceschools.org/about-us/bids-contracts,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.providenceschools.org/about-us/bids-contracts,unknown,Providence Public Schools,Firecrawl candidate not access tested
ri.state.bids,Rhode Island bidding opportunities,state,RI,State of Rhode Island,rfp|contract_award,silver,https://ridop.ri.gov/vendors/bidding-opportunities,custom_web,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://ridop.ri.gov/vendors/bidding-opportunities,unknown,Rhode Island state agencies,Firecrawl discovery only
ri.state.grants_gms,Rhode Island Grants Management System,state,RI,State of Rhode Island,grant_opportunity|grant_award,gold|watch,https://controller.admin.ri.gov/grants-management/grant-management-system-gms,ecivis,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://controller.admin.ri.gov/grants-management/grant-management-system-gms,unknown,Rhode Island state grant programs,Public search and coverage need testing
sc.beaufort_schools.bids,Beaufort County School District bids and awards,school_district,SC,Beaufort County School District,rfp|contract_award,silver,https://www.beaufortschools.net/community/working-with-the-district/finance,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.beaufortschools.net/community/working-with-the-district/finance,unknown,Beaufort County School District,Firecrawl candidate not access tested
sc.horry_county.bids,Horry County bid and RFP packages,county,SC,Horry County,rfp|contract_award,silver,https://www.horrycountysc.gov/online-services/bidrfp-packages/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.horrycountysc.gov/online-services/bidrfp-packages/,unknown,Horry County,Firecrawl candidate not access tested
sc.state.education_grants,South Carolina Department of Education grant opportunities,state,SC,South Carolina Department of Education,grant_opportunity|grant_award,gold|watch,https://ed.sc.gov/finance/grants/scde-grant-opportunities/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://ed.sc.gov/finance/grants/scde-grant-opportunities/,optional,South Carolina education grants,Program and recipient coverage need testing
sc.state.procurement,South Carolina procurement,state,SC,State of South Carolina,rfp|contract_award,silver,https://procurement.sc.gov/,custom_web,unknown,,assumed,needs-testing,discovered,2026-07-15,,naspo_directory,https://procurement.sc.gov/,unknown,South Carolina state agencies,Portal and anonymous search need verification
sd.minnehaha_county.bids,Minnehaha County bidder notices and RFPs,county,SD,Minnehaha County,rfp|contract_award,silver,https://www.minnehahacounty.gov/notices/biddersProposals/biddersProposals.php,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.minnehahacounty.gov/notices/biddersProposals/biddersProposals.php,unknown,Minnehaha County,Firecrawl candidate not access tested
sd.sioux_falls_schools.bids,Sioux Falls School District bids and RFPs,school_district,SD,Sioux Falls School District,rfp|contract_award,silver,https://www.sf.k12.sd.us/page/pending-bids-and-request-for-proposals,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.sf.k12.sd.us/page/pending-bids-and-request-for-proposals,unknown,Sioux Falls School District,Firecrawl candidate not access tested
sd.state.bop,South Dakota Bureau of Procurement,state,SD,State of South Dakota,rfp|contract_award,silver,https://boa.sd.gov/central-services/procurement-management/,custom_web,unknown,,assumed,needs-testing,discovered,2026-07-15,,naspo_directory,https://boa.sd.gov/central-services/procurement-management/,unknown,South Dakota state agencies,Portal and anonymous search need verification
sd.state.homeland_security_grants,South Dakota homeland-security grants,state,SD,South Dakota Department of Public Safety,grant_opportunity|grant_award,gold|watch,https://www.sd.gov/dps?id=kb_article_view&sysparm_article=KB0043443,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.sd.gov/dps?id=kb_article_view&sysparm_article=KB0043443,optional,South Dakota homeland-security grants,Subrecipient and equipment-scope access need testing
tn.bedford_county.bids,Bedford County bid opportunities,county,TN,Bedford County,rfp|contract_award,silver,https://www.bedfordcountytn.gov/community/bid_opportunities.php,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.bedfordcountytn.gov/community/bid_opportunities.php,unknown,Bedford County,Firecrawl candidate not access tested
tn.nashville_schools.procurement,Metro Nashville Public Schools procurement,school_district,TN,Metro Nashville Public Schools,rfp|contract_award,silver,https://www.mnps.org/departments/procurement,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.mnps.org/departments/procurement,unknown,Metro Nashville Public Schools,Firecrawl candidate not access tested
tn.state.rfps,Tennessee RFP opportunities,state,TN,State of Tennessee,rfp|contract_award,silver,https://www.tn.gov/generalservices/procurement/central-procurement-office--cpo-/supplier-information/request-for-proposals--rfp--opportunities1.html,custom_web,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.tn.gov/generalservices/procurement/central-procurement-office--cpo-/supplier-information/request-for-proposals--rfp--opportunities1.html,unknown,Tennessee state agencies,Firecrawl discovery only
tn.state.safe_schools_grants,Tennessee Safe Schools Act grants,state,TN,Tennessee Department of Education,grant_opportunity|grant_award,gold|watch,https://www.tn.gov/education/districts/health-and-safety/school-safety/safe-schools-act.html,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.tn.gov/education/districts/health-and-safety/school-safety/safe-schools-act.html,optional,Tennessee school-safety grants,Highly relevant recipient and cycle access need testing
tx.harris_county_ed.procurement,Harris County Department of Education procurement,education_service_agency,TX,Harris County Department of Education,rfp|contract_award,silver,https://www.hcde-texas.org/financial-transparency/contracts-procurement/procurement-services,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.hcde-texas.org/financial-transparency/contracts-procurement/procurement-services,unknown,Harris County education entities,Firecrawl candidate not access tested
tx.state.esbd,Texas Electronic State Business Daily,state,TX,State of Texas,rfp|contract_award,silver,https://www.txsmartbuy.gov/esbd,custom_web,unknown,,assumed,needs-testing,discovered,2026-07-15,,naspo_directory,https://comptroller.texas.gov/purchasing/,unknown,Texas state agencies and some local entities,Anonymous data access needs verification
tx.tarrant_county.procurement,Tarrant County contracts and procurement,county,TX,Tarrant County,rfp|contract_award,silver,https://www.tarrantcountytx.gov/en/openbooks/contracts-and-procurement-summary.html,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.tarrantcountytx.gov/en/openbooks/contracts-and-procurement-summary.html,unknown,Tarrant County,Exact current-solicitation endpoint needs testing
tx.tea.grant_search,Texas Education Agency grant opportunity search,state,TX,Texas Education Agency,grant_opportunity,watch,https://tealprod.tea.state.tx.us/GrantOpportunities/forms/GrantProgramSearch.aspx,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://tealprod.tea.state.tx.us/GrantOpportunities/forms/GrantProgramSearch.aspx,optional,Texas education grant programs,Highly relevant but public access needs testing
ut.beaver_county.bids,Beaver County bids and RFPs,county,UT,Beaver County,rfp|contract_award,silver,https://www.beaver.utah.gov/343/Bids-RFPs,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.beaver.utah.gov/343/Bids-RFPs,unknown,Beaver County,Firecrawl candidate not access tested
ut.canyons_schools.bids,Canyons School District procurement,school_district,UT,Canyons School District,rfp|contract_award,silver,https://www.canyonsdistrict.org/depts/purchasing/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.canyonsdistrict.org/depts/purchasing/,unknown,Canyons School District,Firecrawl candidate not access tested
ut.state.funding_resources,Utah funding resources,state,UT,State of Utah,grant_opportunity,watch,https://gopb.utah.gov/funding-resources/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://gopb.utah.gov/funding-resources/,optional,Utah funding resources,Central completeness and award data need testing
ut.state.u3p,Utah Public Procurement Place,state,UT,State of Utah,rfp|contract_award,silver,https://purchasing.utah.gov/for-vendors/u3p/,jaggaer,unknown,,assumed,needs-testing,discovered,2026-07-15,,naspo_directory,https://purchasing.utah.gov/,unknown,Utah public entities,Portal and anonymous search need verification
va.chesterfield_county.procurement,Chesterfield County procurement,county,VA,Chesterfield County,rfp|contract_award,silver,https://www.chesterfield.gov/840/Procurement,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.chesterfield.gov/840/Procurement,unknown,Chesterfield County,Firecrawl candidate not access tested
va.prince_william_schools.solicitations,Prince William County Schools solicitations,school_district,VA,Prince William County Public Schools,rfp|contract_award,silver,https://www.pwcs.edu/about/departments/procurement_supply_services/solicitations,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.pwcs.edu/about/departments/procurement_supply_services/solicitations,unknown,Prince William County Public Schools,Firecrawl candidate not access tested
va.state.eva,eVA Virginia procurement,state,VA,Commonwealth of Virginia,rfp|contract_award,silver,https://eva.virginia.gov/,custom_portal,unknown,,assumed,needs-testing,discovered,2026-07-15,,naspo_directory,https://dgs.virginia.gov/procurement,unknown,Virginia state and local public entities,Portal and anonymous search need verification
va.state.security_equipment_grants,Virginia Security Equipment Grants,state,VA,Virginia Department of Education,grant_opportunity|grant_award,gold|watch,https://www.doe.virginia.gov/programs-services/school-operations-support-services/facility-construction-maintenance/security-equipment-grants,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.doe.virginia.gov/programs-services/school-operations-support-services/facility-construction-maintenance/security-equipment-grants,optional,Virginia school security-equipment grants,Direct Verkada fit and recipient access need testing
vt.burlington.bids,City of Burlington bid postings,city,VT,City of Burlington,rfp|contract_award,silver,https://www.burlingtonvt.gov/Bids.aspx,civicengage,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.burlingtonvt.gov/Bids.aspx,unknown,Burlington municipal government,Local substitute for limited Vermont county procurement
vt.essex_westford_schools.bids,Essex Westford School District purchasing and bids,school_district,VT,Essex Westford School District,rfp|contract_award,silver,https://www.ewsd.org/page/purchasing-bids,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.ewsd.org/page/purchasing-bids,unknown,Essex Westford School District,Firecrawl candidate not access tested
vt.state.bids,Vermont bid information,state,VT,State of Vermont,rfp|contract_award,silver,https://bgs.vermont.gov/purchasing/bids,custom_web,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://bgs.vermont.gov/purchasing/bids,unknown,Vermont public entities,Firecrawl discovery only
wa.esd112.rfps,Educational Service District 112 RFPs and bids,education_service_agency,WA,Educational Service District 112,rfp|contract_award,silver,https://www.esd112.org/itb-rfp-rfq-contracts/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.esd112.org/itb-rfp-rfq-contracts/,unknown,ESD 112 and participating districts,Firecrawl candidate not access tested
wa.pierce_county.bids,Pierce County current solicitations,county,WA,Pierce County,rfp|contract_award,silver,https://www.piercecountywa.gov/7829/Current-Solicitations,civicengage,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.piercecountywa.gov/7829/Current-Solicitations,unknown,Pierce County,Firecrawl candidate not access tested
wa.state.ospi_facility_grants,Washington OSPI grants and funding resources,state,WA,Washington Office of Superintendent of Public Instruction,grant_opportunity,watch,https://ospi.k12.wa.us/policy-funding/school-buildings-facilities/grants-funding-resources-non-scap,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://ospi.k12.wa.us/policy-funding/school-buildings-facilities/grants-funding-resources-non-scap,optional,Washington school facility funding resources,Security-specific fit and completeness need testing
wi.milwaukee_county.bids,Milwaukee County bids and RFPs,county,WI,Milwaukee County,rfp|contract_award,silver,https://county.milwaukee.gov/EN/Admin-Services/Bids-and-RFPs,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://county.milwaukee.gov/EN/Admin-Services/Bids-and-RFPs,unknown,Milwaukee County,Firecrawl candidate not access tested
wi.milwaukee_schools.bids,Milwaukee Public Schools bids and RFPs,school_district,WI,Milwaukee Public Schools,rfp|contract_award,silver,https://www.milwaukeepublicschools.org/about/directory/finance/procurement-risk-management/vendors/bids-rfps,demandstar,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.milwaukeepublicschools.org/about/directory/finance/procurement-risk-management/vendors/bids-rfps,unknown,Milwaukee Public Schools,Firecrawl candidate not access tested
wi.state.school_safety_grants,Wisconsin DOJ school-safety grants,state,WI,Wisconsin Department of Justice,grant_opportunity|grant_award,gold|watch,https://www.wisdoj.gov/Pages/Grants/school-safety.aspx,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.wisdoj.gov/Pages/Grants/school-safety.aspx,optional,Wisconsin school-safety grants,Highly relevant recipient and cycle access need testing
wi.state.vendornet,Wisconsin VendorNet bids,state,WI,State of Wisconsin,rfp|contract_award,silver,https://vendornet.wi.gov/bids.aspx,custom_web,unknown,,verified,needs-testing,discovered,2026-07-15,,firecrawl_search,https://vendornet.wi.gov/bids.aspx,unknown,Wisconsin public entities,Firecrawl discovery only
wv.jefferson_county.bids,Jefferson County bids and RFPs,county,WV,Jefferson County,rfp|contract_award,silver,https://www.jeffersoncountywv.org/county-government/bids-rfps,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.jeffersoncountywv.org/county-government/bids-rfps,unknown,Jefferson County,Firecrawl candidate not access tested
wv.kanawha_schools.bids,Kanawha County Schools procurement,school_district,WV,Kanawha County Schools,rfp|contract_award,silver,https://kcs.kana.k12.wv.us/Page/purchasing,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://kcs.kana.k12.wv.us/Page/purchasing,unknown,Kanawha County Schools,Firecrawl candidate not access tested
wv.state.grants,West Virginia grants portal,state,WV,State of West Virginia,grant_opportunity|grant_award,gold|watch,https://grants.wv.gov/,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://grants.wv.gov/,unknown,West Virginia state grant programs,Public search and coverage need testing
wv.state.wvoasis,West Virginia procurement,state,WV,State of West Virginia,rfp|contract_award,silver,https://www.state.wv.us/admin/purchase/,wvoasis,unknown,,assumed,needs-testing,discovered,2026-07-15,,naspo_directory,https://www.state.wv.us/admin/purchase/,unknown,West Virginia state agencies,Portal and anonymous search need verification
wy.campbell_schools.bids,Campbell County School District procurement,school_district,WY,Campbell County School District,rfp|contract_award,silver,https://www.ccsd.k12.wy.us/departments/purchasing-warehouse/current-bids,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.ccsd.k12.wy.us/departments/purchasing-warehouse/current-bids,unknown,Campbell County School District,Firecrawl candidate not access tested
wy.laramie_county.bids,Laramie County procurement opportunities,county,WY,Laramie County,rfp|contract_award,silver,https://www.laramiecountywy.gov/Doing-Business-with-Laramie-County,bidnet_direct,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://www.laramiecountywy.gov/Doing-Business-with-Laramie-County,unknown,Laramie County,Exact bid-list and access need testing
wy.state.grants,Wyoming Grants Management Office,state,WY,State of Wyoming,grant_opportunity|grant_award,gold|watch,https://sbd.wyo.gov/grants,custom_web,unknown,,needs-testing,needs-testing,discovered,2026-07-15,,firecrawl_search,https://sbd.wyo.gov/grants,unknown,Wyoming state grant programs,Opportunity and award access need testing
wy.state.procurement,Wyoming procurement,state,WY,State of Wyoming,rfp|contract_award,silver,https://ai.wyo.gov/divisions/general-services/purchasing,custom_web,unknown,,assumed,needs-testing,discovered,2026-07-15,,naspo_directory,https://ai.wyo.gov/divisions/general-services/purchasing,unknown,Wyoming state agencies,Portal and anonymous search need verification
